madrid_wind_speed,valencia_wind_deg,bilbao_rain_1h,valencia_wind_speed,seville_humidity,madrid_humidity,bilbao_clouds_all,bilbao_wind_speed,seville_clouds_all,bilbao_wind_deg,barcelona_wind_speed,barcelona_wind_deg,madrid_clouds_all,seville_wind_speed,barcelona_rain_1h,seville_pressure,seville_rain_1h,barcelona_pressure,seville_rain_3h,madrid_rain_1h,barcelona_rain_3h,madrid_weather_id,barcelona_weather_id,bilbao_pressure,seville_weather_id,valencia_pressure,seville_temp_max,bilbao_weather_id,valencia_humidity,month_of_year,day_of_month,day_of_week,hour_of_day,load_shortfall_3h
1.0,1,0.0,0.3333333333,81.0,86.0,0.0,0.3333333333,0.0,0.0,5.0,330.0,0.0,3.0,0.0,25,0.0,1035.0,0.0,0.0,0.0,800.0,800.3333333333,1035.0,800.0,1012.0514065222798,293.4533333333,760.6666666667,89.3333333333,11,30,0,6,8896.3333333333
1.0,5,0.0,0.0,62.0,76.3333333333,13.3333333333,1.3333333333,0.0,100.0,3.6666666667,310.3333333333,0.0,2.6666666667,0.0,25,0.0,1035.3333333333,0.0,0.0,0.0,800.0,800.3333333333,1035.3333333333,800.0,1012.0514065222798,293.2133333333,780.3333333333,64.6666666667,11,30,0,9,16651.6666666667
1.3333333333,2,0.0,1.0,44.3333333333,43.3333333333,0.0,0.6666666667,0.0,175.0,3.0,270.0,0.0,2.6666666667,0.0,25,0.0,1034.0,0.0,0.0,0.0,800.0,800.0,1034.0,800.0,1012.0514065222798,298.0016666667,780.3333333333,46.3333333333,11,30,0,12,18656.6666666667
0.6666666667,2,0.0,0.6666666667,40.6666666667,22.6666666667,0.0,0.6666666667,0.0,263.6666666667,6.6666666667,225.0,0.0,1.3333333333,0.0,24,0.0,1032.0,0.0,0.0,0.0,800.0,800.0,1033.0,800.0,1012.0514065222798,295.8566666667,800.0,54.3333333333,11,30,0,15,17951.3333333333
1.0,1,0.0,0.3333333333,53.0,33.3333333333,0.0,0.3333333333,0.0,53.3333333333,3.6666666667,280.0,0.0,0.0,0.0,25,0.0,1032.0,0.0,0.0,0.0,800.0,800.0,1034.3333333333,800.0,1012.0514065222798,295.64,800.0,84.3333333333,11,30,0,18,17605.3333333333
1.6666666667,7,0.0,0.6666666667,76.0,70.0,0.0,1.0,25.3333333333,87.3333333333,4.3333333333,320.0,0.0,1.0,0.0,25,0.0,1032.3333333333,0.0,0.0,0.0,800.0,800.0,1034.6666666667,801.3333333333,1012.0514065222798,289.6146666667,800.0,88.3333333333,11,30,0,21,21566.0
1.0,6,0.0,1.0,75.3333333333,74.0,15.0,1.0,0.0,190.0,4.3333333333,325.0,0.0,1.0,0.0,25,0.0,1032.3333333333,0.0,0.0,0.0,800.0,800.0,1034.0,800.0,1012.0514065222798,292.135,800.6666666667,89.3333333333,12,1,1,0,19725.0
1.0,6,0.0,0.3333333333,83.6666666667,85.6666666667,66.6666666667,0.0,6.6666666667,168.3333333333,5.6666666667,321.6666666667,8.0,1.0,0.0,24,0.0,1032.6666666667,0.0,0.0,0.0,800.6666666667,800.0,1033.3333333333,800.0,1012.0514065222798,287.0033333333,761.0,84.6666666667,12,1,1,3,9725.6666666667
1.0,6,0.0,2.0,84.0,79.0,57.3333333333,0.6666666667,0.0,35.0,6.0,330.0,0.0,1.3333333333,0.0,25,0.0,1032.3333333333,0.0,0.0,0.0,800.0,800.0,1033.0,800.0,1012.0514065222798,293.1283333333,761.6666666667,76.3333333333,12,1,1,6,6100.6666666667
0.6666666667,1,0.0,0.6666666667,65.6666666667,72.0,19.0,1.0,0.0,89.3333333333,3.6666666667,264.3333333333,0.0,2.0,0.0,25,0.0,1032.3333333333,0.0,0.0,0.0,800.0,800.0,1032.3333333333,800.0,1012.0514065222798,293.7216666667,781.0,70.3333333333,12,1,1,9,13270.0
1.0,1,0.0,0.0,45.0,36.0,0.0,1.0,0.0,65.0,3.0,260.0,0.0,1.0,0.0,24,0.0,1032.0,0.0,0.0,0.0,800.0,800.0,1030.3333333333,800.0,1012.0514065222798,298.0416666667,780.3333333333,65.0,12,1,1,12,15301.0
1.0,2,0.0,0.6666666667,36.3333333333,23.6666666667,6.0,0.0,0.0,131.6666666667,3.6666666667,218.3333333333,0.0,1.0,0.0,24,0.0,1029.6666666667,0.0,0.0,0.0,800.0,800.0,1028.0,800.0,1012.0514065222798,295.6066666667,800.3333333333,64.3333333333,12,1,1,15,13321.0
1.0,1,0.0,0.3333333333,58.0,36.0,20.0,1.0,0.0,0.0,2.3333333333,265.0,0.0,1.0,0.0,24,0.0,1029.3333333333,0.0,0.0,0.0,800.0,800.0,1029.0,800.0,1012.0514065222798,295.4783333333,801.0,87.3333333333,12,1,1,18,13696.3333333333
1.0,5,0.0,0.6666666667,79.3333333333,59.3333333333,8.6666666667,1.0,0.0,10.0,2.6666666667,315.0,0.0,0.6666666667,0.0,24,0.0,1029.0,0.0,0.0,0.0,800.0,800.0,1029.0,800.0,1012.0514065222798,290.3433333333,800.3333333333,92.3333333333,12,1,1,21,15408.6666666667
1.3333333333,9,0.0,1.0,84.0,71.3333333333,0.0,0.3333333333,0.0,60.0,3.3333333333,315.0,0.0,1.0,0.0,24,0.0,1029.0,0.0,0.0,0.0,800.0,800.0,1029.3333333333,800.0,1012.0514065222798,291.5533333333,800.0,93.0,12,2,2,0,13480.6666666667
1.0,7,0.0,0.6666666667,86.0,79.0,0.0,1.0,0.0,36.6666666667,3.3333333333,300.6666666667,0.0,1.0,0.0,24,0.0,1028.0,0.0,0.0,0.0,800.0,800.0,1028.6666666667,800.0,1012.0514065222798,288.1183333333,800.0,89.6666666667,12,2,2,3,12235.3333333333
1.0,1,0.0,0.3333333333,78.0,86.0,0.0,0.3333333333,0.0,0.0,4.3333333333,320.0,0.0,1.3333333333,0.0,24,0.0,1028.0,0.0,0.0,0.0,800.0,800.0,1028.3333333333,800.0,1012.0514065222798,294.2316666667,800.0,89.3333333333,12,2,2,6,10012.3333333333
1.0,4,0.0,0.6666666667,71.6666666667,72.3333333333,8.0,1.3333333333,6.6666666667,97.3333333333,3.0,297.6666666667,0.0,2.3333333333,0.0,24,0.0,1028.0,0.0,0.0,0.0,800.0,800.0,1029.3333333333,800.0,1012.0514065222798,292.082,800.6666666667,71.6666666667,12,2,2,9,16617.3333333333
0.3333333333,1,0.0,0.6666666667,42.0,44.3333333333,4.0,1.0,0.0,32.3333333333,2.3333333333,270.0,0.0,3.0,0.0,24,0.0,1028.3333333333,0.0,0.0,0.0,800.0,800.3333333333,1029.0,800.0,1012.0514065222798,298.9883333333,800.3333333333,38.3333333333,12,2,2,12,18432.5
0.0,3,0.0,2.0,40.0,35.3333333333,0.0,1.0,0.0,112.0,1.3333333333,175.3333333333,0.0,2.0,0.0,23,0.0,1027.6666666667,0.0,0.0,0.0,800.0,801.6666666667,1028.0,800.0,1012.0514065222798,296.2333333333,800.0,49.0,12,2,2,15,17209.6666666667
1.0,1,0.0,0.6666666667,53.0,51.3333333333,0.0,1.0,0.0,50.0,2.0,195.0,0.0,0.6666666667,0.0,23,0.0,1029.3333333333,0.0,0.0,0.0,800.0,801.6666666667,1029.0,800.0,1012.0514065222798,295.7516666667,800.0,73.3333333333,12,2,2,18,16759.3333333333
1.0,5,0.0,0.6666666667,65.3333333333,79.3333333333,0.0,1.0,0.0,30.0,2.6666666667,244.6666666667,0.0,1.6666666667,0.0,23,0.0,1029.3333333333,0.0,0.0,0.0,800.0,800.6666666667,1029.0,800.0,1012.0514065222798,290.8733333333,800.0,88.0,12,2,2,21,19592.3333333333
1.3333333333,6,0.0,1.0,71.0,80.0,0.0,1.0,0.0,182.3333333333,4.3333333333,340.0,0.0,0.6666666667,0.0,23,0.0,1029.3333333333,0.0,0.0,0.0,800.0,801.0,1029.0,800.0,1012.0514065222798,292.15,800.0,86.3333333333,12,3,3,0,17118.3333333333
1.3333333333,10,0.0,1.6666666667,79.3333333333,86.6666666667,0.0,1.0,0.0,153.3333333333,3.6666666667,248.0,0.0,1.6666666667,0.0,22,0.0,1028.6666666667,0.0,0.0,0.034,800.0,802.6666666667,1027.6666666667,773.6666666667,1012.0514065222798,289.05,800.0,81.0,12,3,3,3,7767.3333333333
1.0,6,0.0,1.0,79.0,76.6666666667,0.0,0.3333333333,0.0,33.0,6.0,336.6666666667,0.0,3.0,0.0,23,0.0,1029.6666666667,0.0,0.0,0.0,800.0,802.3333333333,1026.0,773.6666666667,1012.0514065222798,293.2416666667,800.0,84.0,12,3,3,6,6935.6666666667
1.0,6,0.0,1.0,59.3333333333,75.3333333333,0.0,1.3333333333,0.0,95.0,5.0,325.0,0.0,3.3333333333,0.0,23,0.0,1031.0,0.0,0.0,0.0,800.0,801.6666666667,1027.0,800.0,1012.0514065222798,297.6666666667,800.0,70.0,12,3,3,9,11218.0
1.0,2,0.0,1.0,49.0,57.0,0.0,1.0,0.0,127.6666666667,2.0,184.6666666667,0.0,2.6666666667,0.2,23,0.0,1030.0,0.0,0.0,0.0,800.0,600.3333333333,1026.0,800.0,1012.0514065222798,295.0921666667,800.0,56.0,12,3,3,12,10953.0
1.3333333333,3,0.0,1.6666666667,38.3333333333,48.0,0.0,1.6666666667,0.0,64.3333333333,1.3333333333,94.3333333333,0.0,2.0,0.1,22,0.0,1029.3333333333,0.0,0.0,0.0,800.0,700.6666666667,1025.3333333333,800.0,1012.0514065222798,296.191,800.0,63.3333333333,12,3,3,15,9642.3333333333
0.3333333333,1,0.0,0.3333333333,51.6666666667,58.3333333333,2.0,3.3333333333,0.0,157.6666666667,1.0,245.0,0.0,0.6666666667,0.2,23,0.0,1030.3333333333,0.0,0.0,0.0,800.0,567.0,1025.3333333333,800.0,1012.0514065222798,294.305,800.0,84.3333333333,12,3,3,18,8540.3333333333
1.0,5,0.0,0.0,66.6666666667,80.3333333333,4.0,2.0,0.0,204.6666666667,1.6666666667,311.3333333333,0.0,1.0,0.1,24,0.0,1031.0,0.0,0.0,0.0,800.0,667.3333333333,1028.0,800.0,1012.0514065222798,290.3255,800.3333333333,90.6666666667,12,3,3,21,10721.3333333333
1.3333333333,8,0.0,1.3333333333,69.0,91.0,3.3333333333,0.6666666667,0.0,97.0,3.6666666667,317.0,0.0,0.3333333333,0.1,24,0.0,1031.6666666667,0.0,0.0,0.0,800.0,634.0,1030.6666666667,800.0,1012.0514065222798,291.7416666667,800.0,92.0,12,4,4,0,8370.6666666667
1.0,1,0.0,0.3333333333,75.3333333333,93.0,20.0,1.0,0.0,171.3333333333,5.3333333333,320.0,0.0,0.3333333333,0.0,24,0.0,1032.0,0.0,0.0,0.0,800.0,734.3333333333,1032.3333333333,773.6666666667,1012.0514065222798,290.2366666667,801.0,90.0,12,4,4,3,7764.6666666667
0.3333333333,8,0.0,1.6666666667,77.3333333333,90.3333333333,69.0,0.6666666667,0.0,87.0,5.0,270.0,1.3333333333,0.3333333333,0.0,24,0.0,1032.6666666667,0.0,0.0,0.0046666667,800.0,734.3333333333,1033.3333333333,800.0,1012.0514065222798,292.8116666667,803.0,92.3333333333,12,4,4,6,4509.0
0.6666666667,6,0.0,0.6666666667,75.3333333333,79.3333333333,79.0,0.6666666667,2.6666666667,110.6666666667,4.6666666667,338.0,4.0,1.3333333333,0.0,25,0.0,1034.0,0.0,0.0,0.01,800.0,767.0,1034.6666666667,800.0,1012.0514065222798,290.5753333333,803.0,76.6666666667,12,4,4,9,4154.3333333333
1.0,4,0.0,1.0,50.0,58.3333333333,75.0,0.6666666667,0.0,180.0,2.3333333333,245.0,0.0,2.3333333333,0.0,25,0.0,1034.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1012.0514065222798,297.2433333333,803.0,50.0,12,4,4,12,5215.0
0.6666666667,5,0.2,1.6666666667,39.6666666667,51.3333333333,80.3333333333,1.0,0.0,101.6666666667,1.3333333333,208.3333333333,14.6666666667,2.0,0.0,24,0.0,1033.0,0.0,0.0,0.01,800.6666666667,800.0,1035.3333333333,800.0,1012.0514065222798,296.6366666667,601.0,57.3333333333,12,4,4,15,1534.6666666667
0.0,1,0.0,1.0,53.3333333333,60.0,47.3333333333,0.0,0.0,132.3333333333,1.0,275.0,0.0,1.0,0.0,24,0.0,1034.0,0.0,0.0,0.0,800.0,734.0,1035.3333333333,800.0,1012.0514065222798,294.8516666667,802.0,79.0,12,4,4,18,-409.6666666667
1.0,10,0.0,1.0,64.3333333333,73.3333333333,10.0,0.0,0.0,75.0,3.0,310.0,0.0,0.3333333333,0.0,24,0.0,1034.3333333333,0.0,0.0,0.0,800.0,767.3333333333,1035.0,800.0,1012.0514065222798,292.5266666667,800.3333333333,93.0,12,4,4,21,1856.6666666667
1.0,10,0.2,1.3333333333,72.6666666667,83.3333333333,36.0,0.6666666667,0.0,85.0,4.0,318.3333333333,30.6666666667,1.6666666667,0.0,24,0.0,1033.6666666667,0.0,0.0,0.0,801.3333333333,801.0,1033.6666666667,800.0,1012.0514065222798,288.7533333333,600.6666666667,93.0,12,5,5,0,5139.0
0.6666666667,9,0.0,1.6666666667,78.3333333333,89.3333333333,10.0,0.6666666667,0.0,10.0,3.3333333333,320.0,0.0,2.0,0.0,24,0.0,1032.3333333333,0.0,0.0,0.0,800.0,801.0,1032.0,773.6666666667,1012.0514065222798,291.21,760.6666666667,93.0,12,5,5,3,9162.0
1.0,9,0.0,1.6666666667,82.0,92.0,0.0,0.6666666667,0.0,119.0,3.0,308.6666666667,0.0,1.3333333333,0.0,24,0.0,1032.3333333333,0.0,0.0,0.0,800.0,801.3333333333,1030.0,773.6666666667,1012.0514065222798,293.745,760.6666666667,91.0,12,5,5,6,8317.0
1.0,2,0.0,0.6666666667,83.0,80.6666666667,0.0,1.3333333333,10.6666666667,105.0,3.0,320.0,0.0,1.6666666667,0.0,24,0.0,1033.3333333333,0.0013333333,0.0,0.0,800.0,801.0,1030.3333333333,800.6666666667,1012.0514065222798,291.6176666667,780.3333333333,83.3333333333,12,5,5,9,13217.3333333333
1.0,3,0.0,1.0,52.0,51.0,0.0,0.6666666667,0.0,110.0,2.0,160.0,0.0,1.3333333333,0.0,24,0.0,1032.3333333333,0.0,0.0,0.0,800.0,801.6666666667,1029.3333333333,800.0,1012.0514065222798,299.1283333333,780.3333333333,63.0,12,5,5,12,13715.6666666667
1.0,4,0.0,1.0,41.3333333333,42.0,0.0,0.6666666667,0.0,83.3333333333,1.0,71.6666666667,0.0,1.0,0.0,23,0.0,1031.0,0.0,0.0,0.0,800.0,801.6666666667,1027.3333333333,800.0,1012.0514065222798,296.9816666667,800.0,69.3333333333,12,5,5,15,12852.6666666667
0.0,6,0.0,2.0,51.3333333333,60.0,10.0,1.0,0.0,140.0,2.0,50.0,0.0,1.0,0.0,23,0.0,1032.0,0.0,0.0,0.0,800.0,735.0,1028.3333333333,800.0,1012.0514065222798,296.1866666667,800.3333333333,84.3333333333,12,5,5,18,12294.0
1.6666666667,7,0.0,2.3333333333,80.0,79.0,53.0,0.3333333333,0.0,27.0,2.0,231.3333333333,0.0,0.6666666667,0.2,23,0.0,1032.0,0.0033333333,0.0,0.0,800.0,567.0,1028.3333333333,800.0,1012.0514065222798,289.3006666667,768.3333333333,91.3333333333,12,5,5,21,12748.3333333333
0.6666666667,6,0.0,2.0,78.3333333333,86.0,0.0,0.6666666667,0.0,167.0,3.0,330.0,0.0,0.3333333333,0.0,23,0.0,1031.3333333333,0.0,0.0,0.0,800.0,735.0,1029.3333333333,800.0,1012.0514065222798,291.7683333333,780.3333333333,90.0,12,6,6,0,12357.3333333333
0.6666666667,9,0.0,1.3333333333,91.0,90.6666666667,0.0,1.3333333333,0.0,52.0,3.0,330.0,2.6666666667,1.3333333333,0.0,23,0.0,1031.0,0.0,0.0,0.0,800.0,768.3333333333,1028.3333333333,800.0,1012.0514065222798,286.6433333333,800.0,89.6666666667,12,6,6,3,12444.3333333333
1.0,6,0.0,1.3333333333,93.0,96.3333333333,7.3333333333,2.6666666667,0.0,74.6666666667,2.6666666667,285.3333333333,0.0,1.0,0.1,23,0.0,1031.0,0.0,0.0,0.0,800.0,634.0,1026.0,800.0,1012.0514065222798,293.2,800.3333333333,87.3333333333,12,6,6,6,12397.3333333333
1.3333333333,1,0.0,1.0,82.0,87.0,0.0,2.0,0.0,0.0,3.3333333333,335.0,0.0,1.3333333333,0.0,23,0.0,1032.0,0.0,0.0,0.0,800.0,802.0,1027.3333333333,800.0,1012.0514065222798,296.2983333333,747.3333333333,82.3333333333,12,6,6,9,15145.6666666667
1.3333333333,5,0.0,0.0,56.0,61.3333333333,0.0,2.0,0.0,87.3333333333,1.3333333333,212.0,0.0,0.6666666667,0.2,23,0.0,1030.6666666667,0.0,0.0,0.0,800.0,600.6666666667,1027.0,800.0,1012.0514065222798,295.6983333333,780.3333333333,68.6666666667,12,6,6,12,16385.3333333333
1.0,1,0.0,2.0,45.0,44.3333333333,0.0,3.3333333333,0.0,175.0,1.0,45.0,0.0,2.0,0.0,22,0.0,1030.0,0.0,0.0,0.0,800.0,801.0,1026.3333333333,800.0,1012.0514065222798,296.96,800.0,75.0,12,6,6,15,15869.0
0.0,2,0.0,0.6666666667,60.3333333333,63.6666666667,0.0,5.0,0.0,146.6666666667,1.0,71.6666666667,0.0,0.3333333333,0.0,22,0.0,1030.6666666667,0.0,0.0,0.0,800.0,768.6666666667,1026.0,800.0,1012.0514065222798,293.3616666667,800.0,89.6666666667,12,6,6,18,14793.3333333333
2.0,6,0.0,0.6666666667,73.3333333333,75.0,0.0,4.0,0.0,125.0,2.0,330.0,0.0,1.0,0.0,23,0.0,1031.3333333333,0.0,0.0,0.0,800.0,768.6666666667,1027.0,800.0,1012.0514065222798,293.935,760.6666666667,93.0,12,6,6,21,15320.6666666667
1.6666666667,2,0.0,0.3333333333,85.0,84.0,20.0,1.0,0.0,130.6666666667,2.0,303.3333333333,0.0,1.0,0.5,22,0.0,1031.0,0.0,0.0,0.0,800.0,507.0,1028.3333333333,800.0,1012.0514065222798,290.1116666667,781.0,89.0,12,7,0,0,15505.6666666667
1.0,1,0.0,0.3333333333,87.0,89.3333333333,12.0,1.0,0.0,85.0,3.0,340.0,10.0,1.0,0.0,22,0.0,1031.0,0.0,0.0,0.0,800.3333333333,768.6666666667,1027.0,800.0,1012.0514065222798,293.03,761.0,96.3333333333,12,7,0,3,11749.3333333333
1.0,1,0.0,0.3333333333,87.0,89.3333333333,0.0,4.3333333333,0.0,158.3333333333,2.3333333333,298.0,30.0,1.3333333333,0.0,23,0.0,1030.6666666667,0.0,0.0,0.0036666667,801.6666666667,735.0,1026.0,800.0,1012.0514065222798,292.765,780.3333333333,97.0,12,7,0,6,9280.3333333333
1.0,1,0.0,0.3333333333,79.0,87.0,0.0,6.0,0.0,170.0,2.6666666667,330.0,20.0,2.6666666667,0.0,23,0.0,1031.3333333333,0.0,0.0,0.0,801.0,735.0,1026.0,800.0,1012.0514065222798,292.8666666667,780.3333333333,85.0,12,7,0,9,9105.0
0.3333333333,2,0.0,0.6666666667,63.6666666667,76.6666666667,0.0,7.0,0.0,181.0,1.3333333333,219.6666666667,3.3333333333,3.6666666667,0.2,23,0.0,1031.0,0.0,0.0,0.0,800.0,567.0,1024.6666666667,800.0,1012.0514065222798,291.9366666667,800.0,74.0,12,7,0,12,10288.6666666667
1.3333333333,4,0.0,1.0,57.0,76.0,0.0,6.3333333333,0.0,192.0,0.3333333333,105.0,0.0,3.0,0.0,23,0.0,1030.0,0.0,0.0,0.0,800.0,734.6666666667,1024.0,800.0,1012.0514065222798,292.895,800.0,70.0,12,7,0,15,12497.6666666667
1.0,1,0.0,0.0,64.0,84.0,0.0,4.3333333333,0.0,200.0,2.0,268.6666666667,3.3333333333,2.0,0.2,23,0.0,1030.3333333333,0.0,0.0,0.0,800.0,601.0,1025.3333333333,800.0,1012.0514065222798,290.76,800.0,84.6666666667,12,7,0,18,12308.6666666667
1.0,2,0.0,0.0,66.3333333333,84.0,0.0,3.3333333333,0.0,190.0,1.6666666667,320.0,47.3333333333,1.3333333333,0.0,24,0.0,1031.0,0.0,0.0,0.0,802.0,769.0,1026.3333333333,800.0,1012.0514065222798,291.5116666667,800.0,87.0,12,7,0,21,11657.0
1.3333333333,7,0.0,1.0,74.6666666667,94.0,30.0,2.6666666667,0.0,218.3333333333,1.6666666667,277.3333333333,60.6666666667,1.0,0.2,24,0.0,1030.3333333333,0.0,0.0,0.0,802.6666666667,567.0,1028.6666666667,800.0,1012.0514065222798,288.89,801.6666666667,92.0,12,8,1,0,12901.6666666667
1.3333333333,9,0.0,1.0,84.3333333333,93.0,10.0,2.0,0.0,195.0,0.3333333333,325.0,75.0,1.6666666667,0.0,24,0.0,1031.0,0.0,0.0,0.0,735.0,735.0,1028.0,800.0,1012.0514065222798,290.305,800.3333333333,93.0,12,8,1,3,13598.6666666667
0.6666666667,4,0.0,0.6666666667,84.6666666667,94.0,0.0,1.0,10.6666666667,139.0,1.0,328.3333333333,41.6666666667,1.3333333333,0.0,24,0.0,1031.0,0.0,0.0,0.0,768.3333333333,768.3333333333,1028.0,800.6666666667,1012.0514065222798,290.2163333333,800.0,93.6666666667,12,8,1,6,12774.6666666667
0.6666666667,6,0.0,0.6666666667,79.0,89.3333333333,12.3333333333,2.3333333333,29.3333333333,80.0,1.6666666667,221.3333333333,46.0,2.6666666667,0.0,24,0.0,1031.3333333333,0.0,0.0,0.02,802.3333333333,803.0,1030.0,801.3333333333,1012.0514065222798,288.792,800.6666666667,86.0,12,8,1,9,15156.6666666667
0.3333333333,7,0.0,1.0,55.3333333333,68.3333333333,75.0,1.3333333333,0.0,165.0,2.0,110.0,0.0,3.0,0.0,25,0.0,1031.3333333333,0.0,0.0,0.0,800.0,801.6666666667,1032.0,800.0,1012.0514065222798,292.8866666667,803.0,63.0,12,8,1,12,17029.6666666667
1.0,2,0.3,0.6666666667,55.3333333333,65.0,69.3333333333,2.0,30.6666666667,333.3333333333,4.3333333333,218.3333333333,6.6666666667,3.0,0.0,24,0.0,1031.0,0.0,0.0,0.0,800.3333333333,801.0,1032.6666666667,801.3333333333,1012.0514065222798,291.995,500.0,62.6666666667,12,8,1,15,16504.0
0.3333333333,4,0.7,1.0,67.0,78.3333333333,76.6666666667,0.3333333333,0.0,231.0,2.0,225.0,57.3333333333,1.6666666667,0.0,24,0.0,1032.3333333333,0.0,0.0,0.0,802.6666666667,801.0,1035.0,800.0,1012.0514065222798,292.1216666667,500.6666666667,84.3333333333,12,8,1,18,16159.3333333333
1.3333333333,1,0.6,0.6666666667,74.0,82.0,77.6666666667,0.3333333333,30.6666666667,156.0,2.6666666667,308.3333333333,65.6666666667,2.3333333333,0.0,25,0.0,1033.0,0.0,0.0,0.0,802.6666666667,801.0,1037.0,801.3333333333,1012.0514065222798,289.6936666667,601.6666666667,93.3333333333,12,8,1,21,14289.0
1.6666666667,6,0.0,0.6666666667,78.3333333333,87.0,75.0,0.3333333333,0.0,6.0,3.3333333333,330.0,14.0,3.0,0.0,25,0.0,1034.0,0.0,0.0,0.0,800.6666666667,801.0,1037.6666666667,800.0,1012.0514065222798,289.9066666667,803.0,93.0,12,9,2,0,14870.0
2.0,10,0.0,1.0,79.3333333333,92.6666666667,75.0,0.6666666667,8.0,21.0,3.0,328.3333333333,4.0,4.0,0.0,24,0.0,1034.6666666667,0.0,0.0,0.0,800.0,801.0,1037.3333333333,800.6666666667,1012.0514065222798,285.891,803.0,92.0,12,9,2,3,9846.6666666667
2.0,10,0.0,1.3333333333,71.0,96.3333333333,57.3333333333,0.0,0.0,30.3333333333,4.0,325.0,0.0,5.3333333333,0.0,24,0.0,1035.3333333333,0.0,0.0,0.0,800.0,801.0,1039.0,800.0,1012.0514065222798,290.7583333333,802.6666666667,90.0,12,9,2,6,8454.0
2.0,9,0.1,1.0,65.6666666667,86.6666666667,47.0,1.0,0.0,122.3333333333,3.3333333333,318.3333333333,0.0,5.6666666667,0.0,24,0.0,1036.6666666667,0.0,0.0,0.0,800.0,801.0,1038.6666666667,800.0,1012.0514065222798,294.5833333333,681.0,80.6666666667,12,9,2,9,10214.6666666667
1.3333333333,3,0.2,1.0,52.0,64.3333333333,14.3333333333,1.0,0.0,119.6666666667,4.0,240.0,0.0,5.3333333333,0.0,24,0.0,1036.3333333333,0.0,0.0,0.0,800.0,801.0,1037.6666666667,800.0,1012.0514065222798,295.3983333333,600.3333333333,72.0,12,9,2,12,12428.6666666667
1.0,3,0.1,2.3333333333,44.3333333333,61.0,6.6666666667,2.6666666667,0.0,65.3333333333,5.6666666667,231.6666666667,0.0,6.3333333333,0.0,24,0.0,1035.0,0.0,0.0,0.0,800.0,801.0,1036.0,800.0,1012.0514065222798,294.9466666667,700.3333333333,70.3333333333,12,9,2,15,11577.3333333333
1.6666666667,1,0.2,1.0,48.3333333333,81.3333333333,0.0,1.6666666667,0.0,125.6666666667,3.0,290.0,0.0,6.0,0.0,24,0.0,1035.0,0.0,0.0,0.0,800.0,801.0,1034.6666666667,800.0,1012.0514065222798,293.2166666667,600.0,82.0,12,9,2,18,8679.6666666667
2.0,8,0.0,1.3333333333,56.6666666667,88.6666666667,2.0,0.6666666667,4.6666666667,56.0,3.0,297.3333333333,36.6666666667,4.0,0.0,24,0.0,1035.0,0.0,0.0,0.0466666667,802.0,800.3333333333,1034.3333333333,800.3333333333,1012.0514065222798,290.4107708333,800.0,84.0,12,9,2,21,9155.3333333333
1.6666666667,6,0.0,1.0,66.6666666667,89.0,17.6666666667,0.0,9.6666666667,125.6666666667,4.0,312.0,49.3333333333,2.3333333333,0.0,24,0.0,1034.6666666667,0.0,0.0,0.0233333333,802.3333333333,801.0,1034.3333333333,800.6666666667,1012.0514065222798,288.8715520833,801.0,86.6666666667,12,10,3,0,10908.0
0.6666666667,1,0.0,0.6666666667,75.3333333333,90.0,16.6666666667,0.0,22.6666666667,0.0,3.6666666667,219.0,71.0,1.6666666667,0.0,24,0.0,1034.0,0.0,0.0,0.0,803.0,800.3333333333,1033.0,801.3333333333,1012.0514065222798,287.2893333333,740.6666666667,93.3333333333,12,10,3,3,8480.6666666667
0.3333333333,1,0.0,0.3333333333,73.3333333333,93.0,0.0,0.3333333333,0.0,0.0,5.3333333333,330.0,47.3333333333,2.0,0.0,24,0.0,1034.0,0.0,0.0,0.0,802.0,801.0,1032.0,800.0,1012.0514065222798,291.7333333333,767.0,96.3333333333,12,10,3,6,6870.3333333333
0.6666666667,1,0.0,0.0,66.3333333333,88.6666666667,21.3333333333,1.0,0.0,113.6666666667,4.0,243.6666666667,26.0,3.6666666667,0.0,24,0.0,1034.6666666667,0.0,0.0,0.0013333333,801.3333333333,801.0,1032.3333333333,800.0,1012.0514065222798,293.06,768.3333333333,86.3333333333,12,10,3,9,7339.3333333333
1.0,1,0.0,0.6666666667,49.3333333333,69.0,0.0,1.3333333333,0.0,100.0,2.3333333333,205.0,0.0,5.0,0.0,24,0.0,1034.3333333333,0.0,0.0,0.0,800.0,801.6666666667,1032.3333333333,800.0,1012.0514065222798,295.8383333333,800.0,72.0,12,10,3,12,9536.6666666667
1.6666666667,4,0.0,1.0,47.6666666667,65.0,6.0,1.6666666667,0.0,233.3333333333,2.0,183.3333333333,22.6666666667,4.0,0.0,23,0.0,1033.0,0.0,0.0,0.0,801.0,802.0,1032.0,800.0,1012.0514065222798,294.1113333333,800.3333333333,77.6666666667,12,10,3,15,10490.6666666667
2.0,1,0.0,0.6666666667,55.3333333333,76.0,0.0,1.0,0.0,50.0,2.0,270.0,0.0,3.3333333333,0.0,23,0.0,1034.0,0.0,0.0,0.0,800.0,801.6666666667,1032.6666666667,800.0,1012.0514065222798,292.625,800.0,83.6666666667,12,10,3,18,8387.6666666667
